img_name,question,answer,BERT_score
synpic29219.jpg,Which plane is the image taken?,Axial,1.0
synpic21604.jpg,Which liver lobe is the lesion in?,Right lobe,1.0
synpic21604.jpg,What is the modality by which the image was taken?,CT,1.0
synpic48749.jpg,Which is more likely? Cancer or hemorrhage?,Hemorrhage,1.0000001192092896
synpic47196.jpg,What hypoattenuated tissue is between the abdominal wall and skin?,Fat,1.0000001192092896
synpic57317.jpg,The condition in which a patient has enlarged ventricles as seen in this image?,Hydrocephalus,1.0000001192092896
synpic57317.jpg,What is the condition in which the ventricles are enlarged as seen in this image?,Hydrocephalus,1.0000001192092896
synpic29048.jpg,What is filling the soft-tissue density seen in this image?,Air,1.0000001192092896
synpic41667.jpg,Is this an AP or PA film?,PA,1.000000238418579
synpic31217.jpg,Which plane is this image taken in?,PA,1.000000238418579
